1.15,0.94,1.15,1.00,1.00,0.87,0.87,1.00,1.00,1.00,1.00,0.95,0.91,1.00,1.08,7.7,31.2
1.15,0.94,1.15,1.00,1.00,0.87,0.87,1.00,1.00,1.00,1.00,0.95,0.91,1.00,1.08,9.7,25.2
1.15,0.94,1.15,1.00,1.00,0.87,0.87,1.00,1.00,1.00,1.00,0.95,0.91,1.00,1.08,2.2,8.4
1.15,0.94,1.15,1.00,1.00,0.87,0.87,1.00,1.00,1.00,1.00,0.95,0.91,1.00,1.08,3.5,10.8
1.15,0.94,1.15,1.00,1.00,0.87,0.87,1.00,1.00,1.00,1.00,0.95,0.91,1.00,1.08,8.2,36
1.15,0.94,1.15,1.00,1.00,0.87,0.87,1.00,1.00,1.00,1.00,0.95,0.91,1.00,1.08,66.6,352.8
1.00,0.94,1.15,1.00,1.56,0.87,0.87,0.86,0.82,0.70,1.00,0.95,1.00,1.00,1.00,150,324
1.00,0.94,1.15,1.00,1.00,0.87,0.87,0.86,1.00,1.00,1.00,1.14,1.00,1.00,1.00,100,360
1.00,0.94,1.15,1.00,1.00,1.15,0.87,0.86,0.91,0.86,1.10,1.14,1.00,1.00,1.00,100,215
1.00,0.94,1.15,1.00,1.00,0.87,0.87,0.86,0.82,0.70,1.00,0.95,1.00,1.00,1.00,100,360
1.00,0.94,1.15,1.00,1.00,0.87,0.87,0.86,0.82,0.86,1.00,0.95,1.00,1.00,1.00,15,48
1.00,0.94,1.15,1.00,1.56,0.87,0.87,0.86,0.91,1.00,1.00,0.95,1.00,1.00,1.00,32.5,60
1.00,0.94,1.15,1.00,1.00,0.87,0.87,0.86,0.91,0.86,1.00,0.95,1.00,1.00,1.00,31.5,60
1.00,0.94,1.15,1.00,1.00,0.87,0.87,0.86,0.82,0.86,1.00,0.95,1.00,1.00,1.00,6,24
1.00,0.94,1.15,1.00,1.00,0.87,0.87,0.86,0.82,1.00,1.00,1.07,1.00,1.00,1.00,11.3,36
1.00,0.94,1.15,1.00,1.00,0.87,0.87,0.86,0.82,0.70,1.00,0.95,1.00,1.00,1.00,20,72
1.00,0.94,1.15,1.00,1.00,0.87,0.87,0.86,0.82,0.86,1.00,0.95,1.00,1.00,1.00,20,48
1.15,0.94,1.15,1.66,1.56,0.87,1.07,0.86,0.91,0.86,1.00,0.95,0.91,0.91,1.00,7.5,72
1.15,0.94,1.15,1.00,1.00,0.87,0.87,1.00,1.00,0.86,1.00,1.00,0.91,1.24,1.00,302,2400
1.15,1.00,1.15,1.11,1.06,0.87,1.07,1.00,0.91,1.00,1.00,1.00,1.10,0.83,1.00,370,3240
1.15,1.00,1.15,1.11,1.06,0.87,1.07,1.00,0.91,1.00,1.00,1.00,1.10,0.83,1.00,219,2120
1.15,1.00,1.15,1.11,1.06,0.87,1.07,1.00,0.91,1.00,1.00,1.00,1.10,0.83,1.00,50,370
1.15,1.00,1.30,1.11,1.06,0.87,1.07,0.86,1.00,1.00,0.90,0.95,1.10,0.83,1.04,101,750
1.00,1.00,1.00,1.00,1.00,0.87,1.00,0.86,0.82,0.70,1.10,0.95,0.91,1.00,1.00,190,420
1.00,1.00,1.15,1.00,1.06,1.00,1.00,0.86,0.91,1.00,1.00,0.95,0.91,1.00,1.04,47.5,252
1.40,1.00,1.65,1.11,1.06,0.87,0.87,1.00,0.91,1.00,1.00,1.00,1.10,0.91,1.00,21,107
0.88,1.00,1.00,1.00,1.00,0.87,0.87,0.86,0.91,0.70,1.00,0.95,1.10,1.10,1.04,423,2300
1.15,1.08,1.00,1.00,1.00,0.87,0.87,1.00,0.91,0.86,1.00,0.95,1.00,1.00,1.00,79,400
1.15,1.08,0.85,1.00,1.00,1.00,1.07,0.86,0.91,1.00,1.00,1.00,0.91,1.00,1.00,284.7,973
1.00,1.08,0.85,1.00,1.00,1.15,1.00,0.86,0.91,1.00,1.00,1.00,0.91,0.91,1.00,282.1,1368
1.00,1.08,1.15,1.30,1.00,1.00,1.07,0.86,0.91,0.86,1.00,0.95,1.10,1.10,1.04,78,571.4
1.00,1.08,1.15,1.30,1.00,1.00,1.07,0.86,0.91,0.86,1.00,0.95,1.10,1.10,1.04,11.4,98.8
1.00,1.08,1.15,1.30,1.00,1.00,1.07,0.86,0.91,0.86,1.00,0.95,1.10,1.10,1.04,19.3,155
